,2007,2008,2009,2010,2011,2012,2013,2014
0,0.0,0.0,0.09488423979037941,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.17356211643662106,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.16151840442216417,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.25894978874648367,0.006047294430218337,0.0,0.0,0.0,0.0
4,0.0,0.0,0.04180480669100348,0.2422418594584515,0.0,0.0,0.0,0.0
5,0.0,0.0,0.04648378288719641,0.009361826639290636,0.0,0.0,0.0,0.0
6,0.0,0.0,0.08575262364901573,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.24683784651802773,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.4343038218774151,0.09209592779710678,0.0,0.0,0.0,0.0
9,0.0,0.0,0.35899898342888925,0.9346062067660232,0.0,0.0,0.0,0.0
10,0.0,0.0,0.385065259241812,0.8911325128208668,0.0,0.0,0.0,0.0
11,0.0,0.0,0.3685587417025458,0.7990098095445151,0.0,0.0,0.0,0.0
12,0.0,0.0,0.16563800552140054,0.24473962562366863,0.0,0.0,0.0,0.0
13,0.0,0.0,0.17159047078914183,0.3514476551644086,0.0,0.0,0.0,0.0
14,0.0,0.0,0.2022016084071366,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.22092706605177245,0.12831231806468463,0.0,0.0,0.0,0.0
16,0.0,0.0,0.2548570101295539,0.375030724416395,0.0,0.0,0.0,0.0
17,0.0,0.0,0.323168697894016,0.3213264998463795,0.0,0.0,0.0,0.0
18,0.0,0.0,0.285472012564499,0.45458736750857964,0.0,0.0,0.0,0.0
19,0.0,0.0,0.24127927199543675,0.339152388174027,0.0,0.0,0.0,0.0
20,0.0,0.0,0.1557948660784768,0.223203803834723,0.0,0.0,0.0,0.0
21,0.00891201520672981,0.0030775860439713866,0.18653031072310786,0.25279014812033396,0.0,0.0,0.0,0.0
22,0.003876807038952751,0.0,0.0,0.1664872064977297,0.0,0.0,0.0,0.0
23,0.004943788296649915,0.0,0.001373377030617429,0.2912228060992086,0.0,0.0,0.0,0.0
24,0.00918637991409514,0.0,0.0,0.3885378752846157,0.0,0.0,0.0,0.0
25,0.009851207229479242,0.0,0.0,0.4641679139786132,0.0,0.0,0.0,0.0
26,0.07268342679137577,0.0,0.0,0.5020012720815051,0.0,0.0,0.0,0.0
27,0.06403873640418642,0.0,0.027837587757919984,0.4573420592708163,0.0,0.0,0.0,0.0
28,0.13738806252696503,0.0,0.10396490382950775,0.41790162930686253,0.0,0.0,0.0,0.0
29,0.1845519363471394,0.0,0.0,0.1516824142914531,0.0,0.0,0.0,0.0
30,0.2841525565110798,0.0,0.0,0.2683734904303014,0.0,0.0,0.0,0.0
31,0.43273408667857644,0.001069080412169349,0.008600800920119264,0.20441208791304036,0.0,0.0,0.0,0.0
32,0.5598077714283957,0.016870571433824887,0.17814780083628645,0.16303173698800041,0.0,0.0,0.0,0.0
33,0.544459401952815,0.0,0.0,0.20711565366123874,0.0,0.0,0.0,0.0
34,0.9444581065653491,0.0,0.12828182076733907,0.13642461021142172,0.0,0.0,0.0,0.0
35,0.9596259723943333,0.0,0.2937569238050989,0.03675534476214184,0.0,0.0,0.0,0.0
36,0.17021518664967858,0.0,0.31687352294745696,0.008280103175783728,0.0,0.0,0.0,0.0
37,0.5113603290105994,0.0,0.1758070751243853,0.0,0.0,0.0,0.0,0.0
38,0.3546801381212578,0.0,0.004563256854059445,0.0022371737111517905,0.0,0.0,0.0,0.0
39,0.7037848876033309,0.0,0.01266334838901442,0.004574012030301946,0.0,0.0,0.0,0.0
40,0.6371932374284364,0.0,0.12199851012184522,0.023811465342826337,0.0,0.0,0.0,0.0
41,0.6403213355455573,0.0,0.198028657344149,0.07649407907008086,0.0,0.0,0.0,0.0
42,0.08346062373171265,0.0,0.10789333502367097,0.09825691785916452,0.0,0.0011248448933542166,0.0,0.0
43,0.1521470729749094,0.0,0.1420748432199944,0.07541349466734404,0.0,0.1170071447453327,0.0,0.0
44,0.5785872944504871,0.0,0.15014782795956338,0.0890511767373164,0.0,0.3385551410611431,0.0,0.0
45,0.16622462410295674,0.0,0.02270229820371151,0.030056741040936592,0.0,0.029018783782780045,0.0,0.0
46,0.10269235271286269,0.0,0.03120720750533801,0.03831971936589694,0.0,0.048332100019710146,0.0,0.430339572543539
47,0.10813417106902017,0.0,0.023355123747580517,0.0,0.0,0.47679260581952376,0.0,0.3685437581683232
48,0.013782903207131028,0.0,0.0034635329800129866,0.0,0.0,0.18403090636614394,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.01134963000204757,0.0,0.0
50,0.031127860528611186,0.0,0.014075053182560427,0.0,0.0,0.19046415873844905,0.0,0.25192553279094
51,0.0,0.0,0.05647767834542862,0.0,0.0,0.006710936665166312,0.0,0.18429819262898278
52,0.0,0.1307353628746798,0.010110857818194,0.0,0.0,0.04512926843385881,0.0,0.37631573391061923
53,0.023730704697142304,0.0005542509111597836,0.0,0.0,0.0,0.19226348067087823,0.0,0.29765579804200454
54,0.20421395078803598,0.8434718878452498,0.0,0.0,0.0,0.19373300264909832,0.0,0.3597187296251348
55,0.16474785287974755,0.8769254097484814,0.01523990524087652,0.0,0.0,0.3048869128733589,0.0,0.22073183565241897
56,0.13208181747958522,0.9434602418196214,0.0,0.0,0.0,0.37384524398206775,0.0,0.19385217784365463
57,0.003824055907841491,0.7442751635076201,0.006685889464048854,0.0,0.0,0.15786117817238438,0.0,0.0
58,0.0,0.8429100699466509,0.0,0.0,0.0,0.04180791197183003,0.0,0.007078427699868798
59,0.005939520185602554,0.8922178375006558,0.0,0.0,0.0,0.0,0.0,0.0
60,0.010109528120592128,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.05593598759161945,0.9237431200428127,0.0,0.0,0.0,0.0,0.0,0.0027365856423171076
62,0.061867508303948326,0.94438503946374,0.0,0.0,0.0,0.0,0.0,0.03859444178921656
63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011494446998774653
64,0.030984373949032647,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0751362665453802,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.035005755932701735,0.4667846641180226,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.2767641356169018,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.3766216100999528,0.0,0.0,0.0,0.0,0.0,0.0
69,0.09775614564054294,0.9219796783779945,0.0,0.0,0.0,0.0,0.0,0.0
70,0.07186284603796814,0.9758176370895284,0.0,0.0,0.0,0.0,0.0,0.0
71,0.18622012011750136,0.8624717790616435,0.0,0.0,0.0,0.0,0.0,0.0
72,0.4918818417221755,0.9055624014131246,0.0,0.0,0.0,0.0,0.0,0.0
73,0.31362063956997244,0.9334255793118421,0.0,0.0,0.0,0.0,0.0,0.0
74,0.27532621989039985,0.9992492172308168,0.0,0.0,0.0,0.0,0.0,0.0
75,0.018801639693592977,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.009333605148067858,0.9957738415359433,0.0,0.0,0.0,0.0,0.0,0.026672453862584385
77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11492799835131358
78,0.028006432428242353,1.0,0.0,0.0,0.0,0.0,0.0,0.07850862483183908
79,0.07987034402148332,1.0,0.0,0.0,0.0,0.0,0.0,0.03753236168803584
80,0.021748660322971784,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0836901762780249,1.0,0.0,0.0,0.0,0.01717325127409082,0.0,0.0
82,0.0,1.0,0.0,0.0,0.0,0.06195720433036898,0.0,0.0
83,0.0,1.0,0.0,0.0,0.0,0.0871356356540505,0.0,0.0
84,0.2811029325554551,1.0,0.0,0.0,0.0,0.0352946109487379,0.0,0.0
85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.8401471646638424,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.9365043615380382,0.0,0.0,0.0,0.0,0.0,0.0
89,9.245242251905218e-05,0.8195919958932736,0.0,0.0,0.0,0.03269019783973068,0.0,0.0
90,0.002949399732997014,0.6962651556003276,0.08154751779367818,0.0,0.0,0.09000010050185112,0.0,0.0
91,0.0,0.6374929510240902,0.0,0.0,0.0,0.055466460501290143,0.0,0.0007690331144455793
92,0.008452136529685635,0.20393700956449645,0.13788197550071,0.0,0.0,0.0,0.0,0.00963139216058763
93,0.0018764918932430918,0.35942174008409233,0.0,0.0,0.0,0.0,0.0,0.006871108761078745
94,0.029707768622634,0.42046169778559506,0.29787471498461265,0.0,0.0,0.1753343185418682,0.0,0.0
95,0.11917505519078928,0.16008990339907114,0.18102714516948668,0.0,0.0,0.07241587657597559,0.0,0.0
96,0.030404674178828084,0.31821638027584753,0.997365287309368,0.0,0.0,0.1667815278218987,0.0,0.0
97,0.12396136842292312,0.5766970228425151,0.8770215937525009,0.0,0.0,0.08696477709492213,0.0,0.0
98,0.1775181352574007,0.2905500972541106,0.2099689830708043,0.0,0.0,0.006630974430579384,0.0,0.0
